DATAFLOW,MEASURE: Measure,SECTOR: Sector of Ownership,WORK_TYPE: Type of work,BUILDING_TYPE: Type of building,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,460: Short term accommodation buildings,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,490: Other non-residential n.e.c.,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,19,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,11,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,1,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,4,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,1,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,700: Total Non-residential,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,64,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,20,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,21,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,8,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,10,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,1,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,800: Dwellings excluding new residential,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,7727,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,3697,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,1945,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,985,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,172,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,337,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,5,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,6,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,850: Dwellings excluding houses,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,580,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,18688,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,6251,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,5544,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,3148,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,1103,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,1635,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,223,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,44,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,TOT: Total,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,740,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,202,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,9,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,136,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,15,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,7,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,28,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,7,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,100: Total Residential,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,87,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,5,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,36,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,4,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,7,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,28,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,7,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,110: Houses,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,60,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,4,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,54,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"120: Semi-detached, row or terrace houses, townhouses - Total",LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,60,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,4,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,54,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,2,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"121: Semi-detached, row or terrace houses, townhouses - One storey",LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,"122: Semi-detached, row or terrace houses, townhouses - Two or more storeys",LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,55,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),1: New South Wales,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),2: Victoria,M: Monthly,2021-09,46,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),3: Queensland,M: Monthly,2021-09,9,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),4: South Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),5: Western Australia,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),6: Tasmania,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),7: Northern Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,130: Apartments - Total including those attached to a house,LGA2021: Local Government Areas (2021),8: Australian Capital Territory,M: Monthly,2021-09,0,NUM: Number,0: Units,,
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,5: Public Sector,1: New,131: Apartments - In a one or two storey block,LGA2021: Local Government Areas (2021),0: Australia,M: Monthly,2021-09,9,NUM: Number,0: Units,,
