,DATAFLOW,MEASURE,Measure,SECTOR,Sector of Ownership,WORK_TYPE,Type of work,BUILDING_TYPE,Type of building,REGION_TYPE,Region Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
8491,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),14920,Liverpool Plains (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8492,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),14950,Lockhart (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8493,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15050,Maitland (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8494,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15240,Mid-Coast (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8495,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15270,Mid-Western Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8496,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15300,Moree Plains (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8497,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15350,Mosman (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8498,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15520,Murray River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8499,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15560,Murrumbidgee (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8500,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15650,Muswellbrook (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8501,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15700,Nambucca Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8502,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15750,Narrabri (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8503,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15800,Narrandera (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8504,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15850,Narromine (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8505,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15900,Newcastle (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8506,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15950,North Sydney (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8507,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),15990,Northern Beaches (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
504,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),0,Australia,M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
505,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),1,New South Wales,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
506,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),2,Victoria,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
507,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),3,Queensland,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
508,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),4,South Australia,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
509,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),5,Western Australia,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
510,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),6,Tasmania,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
511,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),7,Northern Territory,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
512,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),8,Australian Capital Territory,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3546,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10050,Albury (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3547,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10180,Armidale Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3548,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10250,Ballina (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3549,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10300,Balranald (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3550,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10470,Bathurst Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3551,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10500,Bayside (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3552,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10550,Bega Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3553,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10600,Bellingen (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3554,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10650,Berrigan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3555,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10750,Blacktown (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3556,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10800,Bland (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3557,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10850,Blayney (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3558,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10900,Blue Mountains (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3559,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),10950,Bogan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3560,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11150,Bourke (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3561,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11200,Brewarrina (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3562,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11250,Broken Hill (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3563,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11300,Burwood (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3564,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11350,Byron (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3565,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11400,Cabonne (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3566,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11450,Camden (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3567,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11500,Campbelltown (C) (NSW),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3568,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11520,Canada Bay (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3569,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11570,Canterbury-Bankstown (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3570,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11600,Carrathool (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3571,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11650,Central Coast (C) (NSW),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3572,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11700,Central Darling (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3573,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11720,Cessnock (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3574,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11730,Clarence Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3575,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11750,Cobar (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3576,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),11800,Coffs Harbour (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3577,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12000,Coolamon (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3578,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12150,Coonamble (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3579,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12160,Cootamundra-Gundagai Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3580,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12350,Cowra (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3581,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12380,Cumberland (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3582,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12390,Dubbo Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3583,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12700,Dungog (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3584,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12730,Edward River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3585,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12750,Eurobodalla (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3586,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12850,Fairfield (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3587,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12870,Federation (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3588,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12900,Forbes (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3589,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12930,Georges River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3590,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),12950,Gilgandra (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8508,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13010,Glen Innes Severn (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8509,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13310,Goulburn Mulwaree (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8510,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13340,Greater Hume Shire (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8511,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13450,Griffith (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8512,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13550,Gunnedah (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8513,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13660,Gwydir (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8514,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13800,Hawkesbury (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8515,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13850,Hay (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8516,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),13910,Hilltops (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8517,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14000,Hornsby (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8518,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14100,Hunters Hill (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8519,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14170,Inner West (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8520,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14220,Inverell (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8521,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14300,Junee (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8522,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14350,Kempsey (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8523,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14400,Kiama (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8524,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14500,Ku-ring-gai (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8525,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14550,Kyogle (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8526,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14600,Lachlan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8527,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14650,Lake Macquarie (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
